trade_id,ticker,trade_date,open_price,high_price,low_price,close_price,volume,market_cap_usd,pe_ratio,dividend_yield,beta,sector,portfolio,currency,analyst_rating,shares_held,purchase_price
Trd00896,TSLA,12-02-2021,778.11,815.68,705.65,739.26,43281484,3494900000,43.73,2.296,1.135,Technology,Portfolio_C,Eur,Buy,1801,808.43
Trd00586,AMZN,15-02-2021,753.58,821.59,719.76,807.17,29075555,5600642677,43.73,2.406,1.252,Consumer,Portfolio_B,Eur,Buy,2220,727.67
Trd00127,JPM,16-02-2021,221.82,223.58,206.76,215.59,41508002,1949394570,43.73,4.119,0.431,Healthcare,Portfolio_A,Eur,Sell,2371,182.58
Trd01104,BRK,17-02-2021,565.37,621.28,559.66,438.495,37534305,3493362840,28.93,3.375,1.606,Consumer,Portfolio_B,Gbp,Sell,3194,497.49
Trd00911,NVDA,17-02-2021,605.34,640.25,581.15,438.495,1673798,3552287895,43.73,3.501,1.421,Financial,Portfolio_A,Usd,Buy,3225,531.05
Trd01801,WFC,17-02-2021,357.04,367.86,346.46,365.57,38902247,2083438997,36.74,0.299,1.879,Healthcare,Portfolio_C,Gbp,Sell,2565,375.22
Trd00715,AMD,18-02-2021,496.8,515.59,456.73,477.39,25097315,1278904895,73.95,0.124,2.133,Technology,Portfolio_A,Gbp,Buy,4276,397.47
Trd00620,INTC,19-02-2021,577.43,630.27,566.57,617.77,25562169,2860902754,19.1,1.089,1.55,Consumer,Portfolio_A,Eur,Sell,3868,552.95
Trd00046,JPM,19-02-2021,648.35,708.43,639.41,684.36,28362978,2492350838,73.42,1.913,0.93,Financial,Portfolio_B,Usd,Sell,2607,652.19
Trd01191,AMD,22-02-2021,343.57,358.81,329.61,333.86,16963877,3088582596,46.33,3.947,2.038,Energy,Portfolio_A,Usd,Sell,3042,379.83
Trd01400,AMD,23-02-2021,503.06,511.93,490.14,500.78,42582729,4846859324,79.67,1.9,2.08,Technology,Portfolio_A,Usd,Buy,1140,536.21
Trd00581,JPM,23-02-2021,248.81,256.45,223.74,231.26,20121529,1833860117,14.01,3.711,1.936,Consumer,Portfolio_C,Eur,Sell,419,217.44
Trd01884,GOOGL,24-02-2021,608.42,635.75,601.51,438.495,0,5814065729,43.73,2.821,1.238,Technology,Portfolio_A,Usd,Buy,1469,662.41
Trd01961,WFC,24-02-2021,580.19,606.35,518.93,542.22,43393671,4330956223,46.14,1.773,1.402,Financial,Portfolio_C,Usd,Sell,-273,619
Trd01837,AMZN,25-02-2021,272.03,287.98,263.31,278.85,29860834,1090764439,62.33,3.476,1.402,Technology,Portfolio_C,Usd,Sell,4452,277.72
Trd00885,GOOGL,25-02-2021,771.06,861.22,760.09,825.34,25562169,5244732800,28.93,0.252,1.646,Consumer,Portfolio_A,Usd,Sell,2689,800.96
Trd00459,INTC,25-02-2021,548.96,615.4047507,586.95,585.6,44682315,1950627158,30.42,1.365,1.984,Technology,Portfolio_C,Usd,Buy,3634,696.06
Trd00556,AMZN,01-03-2021,571.17,595.98,543.69,558.08,8238250,842794557.4,27.86,4.025,2.292,Healthcare,Portfolio_B,Usd,Sell,1748,615.21
Trd01234,JPM,03-03-2021,83.21,86.06,80.86,81.11,21751837,413953888.2,17.58,0.744,2.391,Technology,Portfolio_B,Usd,Sell,301,92.24
Trd00445,META,03-03-2021,202.16,210.62,191.27,198.92,5278888,587987429.1,47.41,3.267,1.444,Technology,Portfolio_A,Gbp,Buy,2397,207.54
Trd00039,TSLA,03-03-2021,284.84,302.9,276.89,438.495,5611306,1278467931,23.34,2.406,0.773,Technology,Portfolio_C,Eur,Buy,2394,270.55
Trd00788,BAC,04-03-2021,538.66,600.63,535.54,573.13,25562169,2542080288,41.51,2.837,1.57,Energy,Portfolio_C,Usd,Sell,4803,625.77
Trd00044,BRK,04-03-2021,313.31,316.49,284.73,297.58,20048328,2685496724,45.92,3.974,1.098,Energy,Portfolio_C,Usd,Sell,4416,240.28
Trd00720,GOOGL,04-03-2021,493.82,529.33,470.49,527.58,46242466,704298724.4,24.41,3.766,1.04,Energy,Portfolio_A,Eur,Sell,4246,535.96
Trd00237,WFC,04-03-2021,762.54,796.79,727.06,788.48,3960174,3291222753,19.57,0.856,1.642,Technology,Portfolio_B,Eur,Sell,2092,845.14
Trd01935,AMZN,05-03-2021,277.94,287.37,265.61,285.21,21600507,862567733.3,14.9,2.406,0.609,Healthcare,Portfolio_C,Usd,Sell,4036,287.73
Trd00817,GOOGL,05-03-2021,79.23,82.02,77.49,79.99,9492526,396848547.7,67.44,0.489,1.071,Financial,Portfolio_B,Usd,Buy,3974,86.6
Trd00249,GS,08-03-2021,479.61,484.22,443.44,456.46,39257180,1346801206,20.91,0.881,1.447,Financial,Portfolio_B,Usd,Buy,4353,464.88
Trd00825,GOOGL,09-03-2021,249.81,251.22,227.27,230.87,15217227,1100910521,43.73,2.069,1.764,Energy,Portfolio_C,Usd,Sell,1814,243.92
Trd01092,AAPL,10-03-2021,796.02,813.91,780.09,798.73,8056957,1949394570,43.99,4.446,0.488,Technology,Portfolio_A,Usd,Sell,1041,733.05
Trd01092,AAPL,10-03-2021,796.02,813.91,780.09,798.73,8056957,1949394570,43.99,4.446,0.488,Financial,Portfolio_A,Usd,Sell,1041,733.05
  Trd00431  ,BAC,10-03-2021,563.6,600.84,544.07,582.84,38851816,1949394570,43.73,2.586,0.897,Energy,Portfolio_C,Gbp,Buy,3300,698.67
Trd01519,GOOGL,10-03-2021,596.86,644.45,588.85,616.64,17564473,2862226439,76.04,2.854,0.878,Financial,Portfolio_B,Eur,Sell,3695,571.04
Trd00751,GS,12-03-2021,553.83,600.05,538.14,593.27,48752130,5628033904,34.05,0.249,2.358,Financial,Portfolio_A,Eur,Buy,4289,631.34
Trd01357,GOOGL,15-03-2021,290.56,302.42,286.44,297.16,4776901,1679679070,5.84,1.434,1.325,Financial,Portfolio_A,Eur,Sell,1845,317.51
Trd01867,BAC,16-03-2021,120.59,126.69,118.15,438.495,27140225,199737578.7,53.25,0.77,2.121,Financial,Portfolio_C,Usd,Sell,3402,102.44
Trd01374,NFLX,16-03-2021,667.14,706.56,649.13,681.08,21471983,1949394570,19.5,1.293,1.402,Financial,Portfolio_C,Eur,Sell,2563,547.47
Trd00324,AAPL,17-03-2021,674.25,711.72,645.12,698.42,47838282,4833116686,79.29,1.939,0.811,Healthcare,Portfolio_B,Gbp,Sell,4639,632.62
Trd01965,BRK,19-03-2021,777.47,825.57,740.65,814.16,5222822,6241913959,46.71,4.961,1.684,Healthcare,Portfolio_C,Eur,Sell,3814,848.56
Trd00522,INTC,19-03-2021,401.64,404.84,368.72,376.06,37770903,967636601.5,43.73,3.008,0.462,Technology,Portfolio_C,Usd,Sell,4320,326.32
Trd01128,GS,22-03-2021,544.87,558.08,519.55,438.495,25562169,1217923100,76.25,4.592,0.728,Consumer,Portfolio_A,Eur,Sell,372,613.9
Trd00447,JPM,22-03-2021,319.45,346.84,318.06,332.33,25443745,680334676.8,49.65,1.728,1.457,Financial,Portfolio_B,Usd,Sell,-59,337.33
Trd01373,GS,23-03-2021,510.07,551.87,487.29,540.68,22728664,1949394570,44.65,3.86,2.286,Consumer,Portfolio_A,Usd,Sell,406,645.17
Trd00712,WFC,23-03-2021,93.3,96.94,90.11,94.52,49250139,404142566.7,79.56,0.07,0.767,Energy,Portfolio_C,Eur,Sell,3340,82.11
Trd00840,NFLX,24-03-2021,702.51,705.7,692.55,705.7,44158588,1284354946,39.55,0.591,1.348,Consumer,Portfolio_A,Usd,Sell,1033,760.97
Trd00027,NVDA,24-03-2021,754.48,764.23,725.13,728.04,30373943,2272112370,43.58,0.06,1.402,Energy,Portfolio_C,Usd,Sell,2688,804.5
Trd00521,MSFT,29-03-2021,657.6,681.8,608.77,620.71,47097793,1605025090,62.3,1.083,1.084,Technology,Portfolio_C,Usd,Buy,4899,565.55
Trd01744,BAC,30-03-2021,156.16,163.46,150.09,438.495,49679525,1271786192,78.49,3.745,0.754,Energy,Portfolio_A,Usd,Sell,1493,144.08
Trd01067,AMZN,01-04-2021,215.51,220.35,211.2,211.52,46545968,1747338799,64.96,2.514,1.924,Technology,Portfolio_B,Usd,Sell,1243,175.25
Trd01465,GOOGL,01-04-2021,164.75,167.81,153.6,159.08,46920635,1200939462,15.83,3.514,1.009,Consumer,Portfolio_C,Eur,Buy,1548,127.3
Trd01182,TSLA,01-04-2021,207.97,209.61,200.54,200.97,28169170,311128289,43.73,2.295,2.309,Consumer,Portfolio_C,Usd,Sell,1679,176
Trd01497,TSLA,01-04-2021,589.67,642.12,570.86,617.5,25794795,1949394570,77.09,2.51,1.197,Financial,Portfolio_A,Eur,Sell,2491,568.04
Trd01212,INTC,02-04-2021,428.54,435.27,392.38,398.85,49356464,1193292991,57.22,2.683,0.638,Consumer,Portfolio_B,Usd,Sell,3433,402.06
Trd01762,INTC,02-04-2021,734.36,801.53,730.34,438.495,46031404,1773676690,7.1,2.406,1.717,Healthcare,Portfolio_A,Gbp,Buy,887,781.58
Trd01276,META,02-04-2021,693.17,721.39,613.04,643.57,2005492,2592291594,5.12,1.725,1.125,Consumer,Portfolio_A,Usd,Sell,2830,521.15
Trd01589,MSFT,06-04-2021,396.08,414.69,370.55,384.69,14903979,1822812018,58.57,1.32,2.155,Consumer,Portfolio_B,Eur,Sell,3120,389.52
Trd00721,BRK,08-04-2021,662.16,711.23,631.89,694.74,13559452,1949394570,39.64,2.839,0.562,Technology,Portfolio_C,Eur,Buy,4166,698.36
Trd00703,AMD,09-04-2021,571.59,586.59,512.28,533.34,46941575,1949394570,22.51,4.254,0.742,Technology,Portfolio_A,Usd,Sell,1789,590.15
Trd00808,GS,09-04-2021,121.71,127.49,113.16,115.46,23832766,417259508.5,15.39,4.681,0.935,Consumer,Portfolio_A,Gbp,Buy,1207,110.75
Trd01153,META,12-04-2021,696.83,725.8,667.23,694.26,25562169,1949394570,10.84,0.272,1.496,Technology,Portfolio_A,Gbp,Sell,3420,805.66
Trd00749,GS,13-04-2021,477.38,494.77,469.53,478.78,30385049,2502542842,30.48,1.425,0.911,Energy,Portfolio_C,Usd,Sell,3520,567.99
Trd00764,MSFT,13-04-2021,131.65,137.11,129.36,130.98,43110907,434073221.2,69.25,0.776,1.726,Technology,Portfolio_B,Eur,Sell,3429,116.13
Trd00232,JPM,15-04-2021,345.73,363.82,336.72,348.29,46467235,2504333967,27.98,2.406,0.791,Technology,Portfolio_C,Gbp,Sell,3597,394.79
Trd01793,JPM,16-04-2021,341.29,999999,334.45,999999,18658474,1949394570,72.28,0.773,0.888,Healthcare,Portfolio_B,Usd,Buy,3349,422.04
Trd00745,MSFT,20-04-2021,226.02,229.87,217.64,218.46,40994981,2115503068,64.41,4.503,1.402,Technology,Portfolio_C,Eur,Sell,2790,188.37
Trd00722,AAPL,21-04-2021,388.89,418.21,371.97,402.71,11172534,1950837985,20.25,0.761,2.186,Healthcare,Portfolio_C,Eur,Sell,461,440.89
Trd01141,BAC,21-04-2021,223.55,233.27,221.21,227.93,24221584,2266074590,29.81,1.874,0.529,Technology,Portfolio_B,Gbp,Sell,2310,231.9
Trd01803,NFLX,22-04-2021,279.41,280.6,254.94,438.495,36146226,2011644588,43.73,3.588,0.377,Technology,Portfolio_B,Usd,Sell,291,274.64
Trd01405,NVDA,22-04-2021,536.37,566.46,519.94,559.94,34542609,1183473506,70.52,4.292,2.369,Healthcare,Portfolio_C,Usd,Sell,1083,591.57
Trd01800,BAC,29-04-2021,161.78,178.02,155.82,171.85,31776659,548277114,26.07,2.173,2.112,Energy,Portfolio_A,Usd,Sell,170,189.93
Trd01695,META,30-04-2021,87.05,87.99,80.32,82.84,40779601,1949394570,43.73,2.243,1.402,Financial,Portfolio_A,Eur,Sell,3346,74.25
Trd01918,AMD,03-05-2021,647.08,711.49,637.03,681.54,5668529,943737979.6,67.41,0.154,0.473,Consumer,Portfolio_C,Eur,Sell,3594,720.04
Trd01689,AMZN,05-05-2021,531.17,521.48,502.0176262,521.48,32321066,789551487.3,26.73,0.447,1.308,Energy,Portfolio_B,Eur,Sell,454,582.97
Trd01516,MSFT,05-05-2021,432.7,452.18,424.24,443.86,21703103,841128015.8,37.59,1.16,1.323,Technology,Portfolio_C,Eur,Buy,4042,358.26
Trd01591,NVDA,05-05-2021,223.62,241.78,212.9,230.44,26669868,2246824566,43.73,4.723,0.511,Consumer,Portfolio_B,Usd,Sell,3329,263.07
Trd01545,AAPL,06-05-2021,290.99,311.09,286.33,305.02,32026667,2459707512,38.98,2.406,2.197,Financial,Portfolio_C,Eur,Buy,3610,364.66
Trd01692,META,06-05-2021,283.72,303.89,282.57,294.81,49426717,2934930248,73.54,4.995,0.737,Financial,Portfolio_C,Usd,Buy,3526,283.41
Trd00782,JPM,07-05-2021,549.11,587,526.21,570.48,41937395,5152045384,17.8,1.122,1.251,Financial,Portfolio_B,Gbp,Sell,3933,599.38
Trd00194,AMZN,11-05-2021,741.57,801.26,706.27,763.21,25562169,5209894317,43.73,0.126,0.834,Technology,Portfolio_A,Gbp,Buy,205,735.97
Trd01856,AMZN,11-05-2021,527.69,564.16,504.47,540.63,18429862,1949394570,21.29,0.979,1.402,Energy,Portfolio_B,Gbp,Sell,3233,621.43
Trd00323,BAC,11-05-2021,617.71,626.89,586.93,626.4,47137926,4432680763,44.23,0.42,1.204,Energy,Portfolio_A,Usd,Sell,2187,634.65
Trd01482,BAC,11-05-2021,313.24,315.06,308.52,312.3,25005939,2792709646,23.8,4.607,1.457,Technology,Portfolio_A,Gbp,Sell,461,353.35
Trd00090,AAPL,12-05-2021,298.42,323.39,297.21,318.11,44282595,2970821655,61.46,1.981,1.814,Financial,Portfolio_B,Usd,Buy,872,292.07
Trd01229,AMZN,12-05-2021,308.34,330.4,296.34,321.09,12446056,1221781807,58.57,0.316,1.402,Energy,Portfolio_C,Usd,Sell,3385,346.79
Trd00537,BRK,12-05-2021,422.39,449.22,421.86,443,39387181,2977215611,43.73,2.976,1.785,Financial,Portfolio_C,Usd,Buy,3696,442.32
Trd01272,NFLX,14-05-2021,309.42,320.26,294.11,314.7,26032177,848000375.7,53.95,1.148,1.184,Healthcare,Portfolio_A,Eur,Sell,2136,297.18
Trd01377,AMZN,17-05-2021,654.15,674.17,597.23,619.58,33456984,1949394570,52.29,0.994,1.882,Energy,Portfolio_B,Usd,Sell,4222,547.88
Trd00112,META,17-05-2021,791.64,795.07,736.97,741.52,45432859,1020588827,19.69,2.406,0.859,Financial,Portfolio_B,Eur,Buy,1730,756.83
Trd00133,META,17-05-2021,145.14,160.4,143.17,155.87,49273021,287668060.7,46.05,2.112,0.599,Energy,Portfolio_A,Eur,Buy,3124,177.82
Trd01213,TSLA,18-05-2021,267.84,281.08,261.7,275.09,6815341,1118778376,76.76,3.602,2.366,Healthcare,Portfolio_C,Eur,Sell,723,285.18
Trd00785,WFC,18-05-2021,314.67,316.64,304.38,309.19,1242904,2856345454,46.72,3.532,1.591,Healthcare,Portfolio_B,Usd,Sell,3527,349.72
Trd01021,AMZN,19-05-2021,396.05,408.42,373.92,379.17,48038179,3450789391,64.02,1.758,0.831,Technology,Portfolio_A,Gbp,Sell,2839,333.16
Trd00796,NVDA,21-05-2021,260.32,273.08,253.62,267.08,21215284,2007678018,40.02,3.749,1.614,Energy,Portfolio_C,Usd,Sell,1337,257.7
Trd01345,META,25-05-2021,144.07,153.84,136.98,149.98,40671459,199779959.1,79.26,4.301,1.402,Energy,Portfolio_B,Usd,Buy,2316,130.21
Trd01560,AMZN,26-05-2021,233.86,234.89,214.57,224.27,45240012,265800000,35.92,0.259,2.348,Financial,Portfolio_A,Gbp,Buy,1157,254.26
Trd00256,BRK,26-05-2021,213.5,228.21,213.2,224.53,34505473,2056578943,43.73,3.059,1.254,Financial,Portfolio_C,Gbp,Sell,1384,224.76
Trd00128,AAPL,27-05-2021,333.68,343.61,324.61,336.21,39526027,2757060519,67.01,2.057,1.402,Financial,Portfolio_C,Usd,Buy,1691,378.31
Trd00691,AMZN,27-05-2021,325.61,327.61,313.72,324.43,649665,1949394570,27.92,1.319,0.707,Healthcare,Portfolio_B,Gbp,Buy,1296,378.47
Trd00156,META,27-05-2021,246.79,251.24,239.08,247.85,37140893,2318366841,50.76,0.191,0.76,Energy,Portfolio_B,Gbp,Buy,3667,263.68
Trd00060,MSFT,27-05-2021,160.86,170.69,157.84,166.05,46615837,1554804858,50.54,3.867,1.402,Consumer,Portfolio_B,Usd,Sell,1095,174.81
Trd00507,NFLX,27-05-2021,794.58,858.45,768.13,856.97,12820950,2554357624,68.92,1.388,0.783,Technology,Portfolio_C,Eur,Buy,4415,789.59
Trd01518,AMZN,31-05-2021,669.65,714.72,648.19,688.71,11099307,2318365905,39.78,2.998,0.407,Financial,Portfolio_C,Usd,Sell,119,640.54
Trd01412,BRK,31-05-2021,123.46,137.19,118.62,131.11,16099925,1259645749,45.46,1.362,0.328,Healthcare,Portfolio_C,Usd,Sell,81,138.21
Trd01760,NVDA,31-05-2021,629.52,658.6,626.19,632.97,18420904,3681388966,9.69,1.898,0.448,Technology,Portfolio_B,Usd,Buy,2449,691.37
Trd00014,AMZN,01-06-2021,526.3,549.37,478.73,494.11,27052509,1853978789,57.4,2.811,1.698,Consumer,Portfolio_B,Usd,Buy,4102,400.85
Trd00135,JPM,01-06-2021,523.19,555.68,499.32,542.13,13354310,817722327.6,48.37,1.346,1.413,Financial,Portfolio_C,Usd,Sell,2744,468.18
Trd00547,AMZN,03-06-2021,765.47,806.23,752.79,438.495,25145597,5669492321,22.5,2.047,2.106,Healthcare,Portfolio_A,Gbp,Buy,2158,818.28
Trd01868,BRK,07-06-2021,688.26,708.12,625.46,657.89,44685226,4761974924,71.67,0.181,2.09,Technology,Portfolio_A,Usd,Sell,41,560.64
Trd00697,JPM,08-06-2021,764.42,815.14,743.89,802.31,25562169,5973272565,19.1,2.358,1.113,Technology,Portfolio_C,Usd,Sell,4225,669.52
Trd00140,WFC,08-06-2021,86.64,95.34,82.58,90.81,25562169,457251869.8,11.11,4.796,1.438,Consumer,Portfolio_A,Usd,Sell,4197,103.34
Trd01283,WFC,08-06-2021,779.63,843.88,741.2,832.2,25562169,2345452507,63.5,1.652,0.568,Technology,Portfolio_A,Eur,Buy,3307,767.1
Trd01785,MSFT,09-06-2021,608.09,631.27,550.58,563.13,7962744,1875595129,39.48,3.501,0.893,Energy,Portfolio_A,Usd,Sell,3109,639.68
Trd01807,BAC,11-06-2021,443.06,496.7,426.42,473.19,28405107,2537308661,43.73,4.624,1.259,Financial,Portfolio_A,Gbp,Sell,1398,531.59
Trd01599,INTC,11-06-2021,76.65,80.25,72.86,73.65,18066908,328061478.2,22.5,0.146,2.014,Healthcare,Portfolio_C,Usd,Sell,3036,87.44
Trd00072,NVDA,11-06-2021,493.52,503.02,468.92,492.5,23290205,3285624608,68.81,3.809,2.302,Technology,Portfolio_C,Usd,Sell,3951,570.64
Trd00806,AMD,15-06-2021,436.25,459.92,427.4,456,25562169,1949394570,60.43,0.939,2.256,Consumer,Portfolio_C,Usd,Buy,3414,492.75
Trd00162,GOOGL,15-06-2021,367.46,387.93,359.73,384.02,48726214,655126599.4,75.36,0.404,1.885,Energy,Portfolio_A,Gbp,Sell,2559,443.05
Trd00763,JPM,15-06-2021,658.35,714.87,650.11,692.43,39955406,3782551210,40.57,3.12,0.933,Financial,Portfolio_A,Eur,Sell,4665,823.59
Trd01397,JPM,15-06-2021,307.27,319.49,302.08,438.495,21341511,1012523092,68.33,2.406,1.402,Healthcare,Portfolio_C,Usd,Buy,3353,347.38
Trd01809,AAPL,16-06-2021,403.26,438.87,399.3,434.07,36088204,2823676570,48.6,2.973,2.285,Financial,Portfolio_A,Usd,Buy,912,476.79
Trd00058,JPM,17-06-2021,581.91,602.59,568.46,581.57,29384549,2230469832,49.1,4.094,1.153,Consumer,Portfolio_C,Usd,Buy,511,540.43
Trd00177,AMD,18-06-2021,641.55,648.49,609.4,619,40791130,2703654582,58.46,1.271,1.402,Consumer,Portfolio_B,Usd,Sell,2000,715.1
Trd01895,BRK,18-06-2021,530.1,545.13,504.26,515.6,12237337,1081728284,55.23,3.571,0.655,Healthcare,Portfolio_C,Usd,Sell,2402,491.5
Trd00366,NVDA,18-06-2021,555.65,572.29,528.22,534.42,20686449,1109351174,79.15,3.306,0.635,Consumer,Portfolio_C,Eur,Sell,2868,635.52
Trd00153,AAPL,21-06-2021,705.62,730.18,694.32,701.51,30744986,4194617312,43.73,1.083,0.895,Energy,Portfolio_A,Usd,Sell,777,652.31
Trd00153,AAPL,21-06-2021,705.62,730.18,694.32,701.51,30744986,4194617312,43.73,1.083,0.895,Energy,Portfolio_A,Usd,Sell,777,652.31
Trd01764,BAC,23-06-2021,131.22,134.14,120.72,122.44,8416957,197566245.4,17.4,1.457,0.389,Consumer,Portfolio_B,Eur,Buy,4158,100.46
Trd01114,GS,24-06-2021,228.8,238.08,206.86,211.8,2253076,1949394570,72.34,4.835,1.402,Financial,Portfolio_B,Usd,Sell,4209,200.17
Trd01926,META,25-06-2021,343.87,359.59,336.87,340.91,28818946,2267115250,27.6,0.952,2.344,Healthcare,Portfolio_A,Usd,Buy,4160,346.36
Trd01525,GOOGL,28-06-2021,618.05,642.53,601.94,606.42,9537641,2745693292,55.45,0.264,0.958,Financial,Portfolio_B,Usd,Sell,2058,553.65
Trd01060,INTC,28-06-2021,161.69,168.74,151.66,156.2,44485417,856052850.4,75.15,4.423,2.108,Financial,Portfolio_A,Usd,Buy,4507,168.58
Trd00114,META,28-06-2021,194.53,203.2,183.88,438.495,41912409,1949394570,50.11,3.164,0.867,Energy,Portfolio_A,Usd,Sell,4942,184.8
Trd00561,GS,29-06-2021,89.64,90.08,85.48,85.65,9535118,525561675.8,38.36,1.966,0.729,Energy,Portfolio_A,Eur,Sell,2777,88.08
Trd01356,INTC,29-06-2021,213.86,214.11,210.42,212.42,25681987,944785319.7,34.08,2.523,0.401,Energy,Portfolio_C,Usd,Sell,2758,174.8
Trd00383,GOOGL,30-06-2021,475.36,499.98,472.72,477.83,25562169,3156670171,10.51,2.406,2.371,Energy,Portfolio_A,Usd,Sell,3167,495.26
Trd00778,META,30-06-2021,54.37,57.05,53.62,53.88,18683409,265004523.5,58.74,1.834,0.989,Technology,Portfolio_B,Eur,Sell,1699,58.87
Trd01705,META,01-07-2021,681.33,739.75,668.58,733.05,16672246,7014844272,28.44,4.169,2.195,Technology,Portfolio_A,Usd,Sell,4114,586.75
Trd00096,NVDA,01-07-2021,421.98,446.96,417.44,436.09,22912877,1949394570,69.73,0.709,1.35,Energy,Portfolio_C,Usd,Sell,4910,362.39
Trd00381,AMD,02-07-2021,510.18,558.23,503.73,535.66,9696517,1314016833,75.74,4.843,0.475,Technology,Portfolio_A,Usd,Buy,1854,527.51
Trd01716,BRK,02-07-2021,536.22,562.92,517.8,526.01,25562169,999982882.7,20.35,4.616,2.293,Technology,Portfolio_C,Usd,Sell,2096,610.09
Trd00462,INTC,02-07-2021,740.05,755.73,694.47,714.82,11162315,7065190098,69.44,1.019,1.136,Consumer,Portfolio_A,Usd,Buy,3013,822.99
Trd00704,META,02-07-2021,372.85,379.23,344.91,358.07,23995484,1547033557,63.72,0.592,1.61,Financial,Portfolio_A,Usd,Sell,2493,420.62
Trd00677,NVDA,02-07-2021,304.17,313.56,302.42,306.76,10920088,724678473.9,48.96,4.568,1.154,Healthcare,Portfolio_A,Usd,Sell,2548,336.3
Trd00815,BAC,08-07-2021,227.69,234.24,219.83,223.99,21385099,2127512570,78.43,4.637,1.811,Financial,Portfolio_B,Eur,Buy,106,266.79
Trd01944,NFLX,08-07-2021,390.74,393.12,348.55,359.93,45698062,887406335.2,41.69,1.299,1.221,Financial,Portfolio_B,Usd,Buy,4892,401.72
Trd00906,AMD,09-07-2021,798.79,817.05,769.02,779.34,2480897,5746588964,65.65,1.673,1.946,Financial,Portfolio_A,Usd,Sell,1543,791.19
Trd01309,NVDA,12-07-2021,147.98,157.27,144.6,153.1,23644369,1340923900,9.6,4.42,0.831,Technology,Portfolio_A,Usd,Buy,774,170.68
Trd00657,INTC,14-07-2021,562.68,577.53,503.15,519.35,31679061,4303607278,17.97,2.926,1.902,Financial,Portfolio_A,Usd,Sell,1116,588.59
Trd01561,GOOGL,20-07-2021,57.97,60.74,53,54.2,35214895,408300578.2,28.71,3.58,1.67,Consumer,Portfolio_B,Eur,Sell,1356,52.68
Trd01351,GOOGL,21-07-2021,414.74,448.51,412.9,434.71,31141974,1270865556,55.47,3.732,1.601,Technology,Portfolio_C,Usd,Buy,3230,411.47
Trd01950,GOOGL,21-07-2021,540.65,552.65,480.47,497.76,43192232,1577224735,76.93,0.412,0.829,Healthcare,Portfolio_C,Usd,Buy,2391,455.03
Trd00637,BAC,22-07-2021,401.71,406.66,391.07,397.84,30374023,2081536675,26.72,4.708,0.574,Financial,Portfolio_A,Usd,Sell,1157,465.27
Trd00835,WFC,22-07-2021,660.34,701.37,650.98,438.495,46366900,2350024746,44.5,3.659,1.692,Healthcare,Portfolio_C,Usd,Sell,2596,766.23
Trd01572,GS,23-07-2021,514.83,530.33,499.04,504.91,47905843,4939655203,42.11,0.664,0.97,Technology,Portfolio_C,Usd,Sell,2862,431.63
Trd00776,INTC,23-07-2021,199.48,208.95,193.16,201.54,19963256,828479144.2,41.2,4.711,1.163,Technology,Portfolio_C,Eur,Sell,3534,240.99
Trd00724,TSLA,23-07-2021,546.89,561.28,533.81,438.495,46177659,1002018262,13.72,4.639,1.622,Financial,Portfolio_C,Usd,Sell,1891,479.12
  Trd00466  ,AMZN,27-07-2021,438.92,478.66,427.77,461.71,25562169,1669764519,60.69,2.717,1.402,Financial,Portfolio_B,Usd,Buy,4222,441.04
Trd00665,GOOGL,27-07-2021,270.12,270.35,241.97,251.35,1850718,1283836733,56.23,0.315,1.311,Financial,Portfolio_B,Usd,Sell,268,300.64
Trd01172,GOOGL,27-07-2021,482.78,508.2,458.92,500.93,24757119,1152736109,68.69,0.362,2.473,Financial,Portfolio_B,Usd,Buy,1753,453.09
Trd01091,NFLX,27-07-2021,670.6,691.02,667.6,669.81,10022679,2614488128,28.38,0.487,1.772,Energy,Portfolio_C,Eur,Buy,173,585.47
Trd01381,META,28-07-2021,308.15,351.2266232,342.01,331.82,49996444,2808060264,43.73,0.081,0.939,Healthcare,Portfolio_B,Gbp,Sell,3441,290.16
Trd01251,AAPL,30-07-2021,608.47,614.05,571.07,438.495,12509365,4458648238,78.27,2.615,0.832,Healthcare,Portfolio_C,Usd,Sell,1091,659.28
Trd00886,GOOGL,30-07-2021,642.74,657.31,636.44,651.14,36264815,1949394570,35.45,1.648,1.683,Consumer,Portfolio_C,Usd,Sell,4347,539.84
Trd00149,AAPL,02-08-2021,266.56,276.37,251.95,257.98,5822997,791701665,26.64,2.759,1.402,Energy,Portfolio_B,Usd,Buy,4201,233.53
Trd01402,GOOGL,04-08-2021,347.57,366.91,330.53,357.2,36036790,2669980700,31.49,3.334,2.383,Consumer,Portfolio_A,Usd,Sell,3973,411.78
Trd01082,META,04-08-2021,282.43,289.41,270.63,275.82,4126721,2021922231,53.27,4.227,1.604,Healthcare,Portfolio_B,Usd,Sell,3569,302.17
Trd00980,NVDA,05-08-2021,121.95,132.06,119.11,128.88,45589437,182057692.3,71.58,2.406,1.715,Technology,Portfolio_B,Gbp,Buy,4061,139.06
Trd01932,TSLA,05-08-2021,222.42,227.79,212.61,212.62,32908206,1650653470,60.77,4.005,1.193,Technology,Portfolio_C,Usd,Sell,3440,188.34
Trd01349,AMZN,09-08-2021,146.77,147.83,141,145.65,41334533,613709966.1,76.3,1.513,0.888,Consumer,Portfolio_C,Usd,Sell,4099,155.56
