trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency
IN003874,AXISBANK,Axis Bank,BSE,FINANCE,09-07-2020,1045.99,1059.71,976.23,977.51,1005.97,2829692,400625.23,41.47,7.92,0.706,1.236,1397.92,847.48,0.5,NIFTY50_PORTFOLIO,BUY,1975,1272.48,INR
IN001748,BAJFINANCE,Bajaj Finance,NSE,NBFC,09-07-2020,6921.23,7300.43,6837.73,7209.17,7138.04,1674536,3190742.25,49.96,5.61,1.83,1.673,9117.24,5326.86,5.1,NIFTY50_PORTFOLIO,HOLD,522,7424.31,INR
IN001753,BAJFINANCE,Bajaj Finance,NSE,NBFC,09-07-2020,7113.19,7553.38,7110.08,7403.69,7578.33,3016841,3219681.01,10.55,4.09,2.74,1.233,9555.64,4631.93,2.3,MIDCAP_PORTFOLIO,BUY,1063,8109.26,INR
IN001755,BAJFINANCE,Bajaj Finance,NSE,NBFC,09-07-2020,6728.99,7111.69,6666.68,6999.05,7137.97,634484,626395.41,44.36,8.97,0.368,1.233,8555.82,5709.82,5.1,MIDCAP_PORTFOLIO,SELL,929,7446.22,INR
IN000894,NESTLEIND,Nestle India,BSE,FMCG,09-07-2020,21961.97,23074.65,21571.69,21961.97,22906.08,3045982,12322501.1,73.86,9.59,2.39,1.039,29835.53,18123.95,2.3,NIFTY50_PORTFOLIO,BUY,1043,27059.83,INR
IN001608,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,09-07-2020,269.24,277.29,255.56,261.45,269.52,3069652,211681.21,29.38,4.35,3.586,0.616,384.12,221.72,3.5,MIDCAP_PORTFOLIO,BUY,127,252.49,INR
IN001612,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,09-07-2020,288.48,295.07,281.99,288.55,291.48,2907061,168155.26,35.69,7.9,0.832,0.47,350.4,252.09,1.2,MIDCAP_PORTFOLIO,BUY,868,269.73,INR
IN000303,HINDUNILVR,Hindustan Unilever,NSE,FMCG,10-07-2020,2568.98,2763.69,2543.66,2737.37,2735.47,2201200.5,1227962.94,47.31,8.26,3.826,1.323,3189.76,2316.98,0.5,SECTORAL_PORTFOLIO,BUY,1221,3094.74,INR
IN000340,HINDUNILVR,Hindustan Unilever,NSE,FMCG,10-07-2020,2442.84,2605.75,2438.33,2550.86,2540.72,1539283,1731030.66,23.24,6.4,3.914,0.939,2854.88,2277.2,0,NIFTY50_PORTFOLIO,HOLD,1951,2267.41,INR
IN000506,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,10-07-2020,1807.74,1912.68,1756.55,1862.71,1933.14,3074743,1009050.29,57.55,10.17,2.446,1.346,2090.91,1108.82,5.1,SECTORAL_PORTFOLIO,BUY,1697,2062.38,INR
IN002042,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,12-07-2020,894.92,920.5,822.45,844.71,837.86,3390521,861176.76,23.08,6,2.496,1.632,984.76,562.09,0,NIFTY50_PORTFOLIO,BUY,1031,983.45,INR
IN002064,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,12-07-2020,910.36,961.94,889.34,950.27,985.59,2099685,588836.93,48.025,7.63,2.968,0.932,1130.78,571.27,3.5,SECTORAL_PORTFOLIO,BUY,106,774.16,INR
IN002426,ICICIBANK,ICICI Bank,NSE,FINANCE,12-07-2020,971.61,974.9,942.73,958.71,965.18,1847639,407926.35,49.76,10.31,3.02,1.658,1303.21,670.41,0.5,MIDCAP_PORTFOLIO,BUY,1902,929.06,INR
IN002438,ICICIBANK,ICICI Bank,NSE,FINANCE,12-07-2020,929.49,944.84,913.19,933.2,907.47,312884,687325.88,59.86,7.5,3.613,1.145,1004.12,592.23,1.2,SECTORAL_PORTFOLIO,BUY,943,753.72,INR
IN002473,ICICIBANK,ICICI Bank,NSE,FINANCE,12-07-2020,976.08,1064.58,953.97,1037.67,1031.04,2537673,465804.57,63.98,7.5,2.301,1.174,1123.93,649.79,3.5,MIDCAP_PORTFOLIO,BUY,1814,924.45,INR
IN002487,ICICIBANK,ICICI Bank,NSE,FINANCE,12-07-2020,935.82,954.17,899.39,899.74,933.99,2361223,944752.86,79.05,12.89,1.348,1.797,1229.02,893.63,3.5,SECTORAL_PORTFOLIO,BUY,391,1112.73,INR
IN002514,ICICIBANK,ICICI Bank,NSE,FINANCE,12-07-2020,957.09,1038.26,946.06,1017.33,999.08,325321,465804.57,44.145,8.29,1.089,0.847,1102.9,889.19,2.3,MIDCAP_PORTFOLIO,BUY,1801,771.59,INR
IN003254,INFY,Infosys,NSE,TECHNOLOGY,12-07-2020,1572.28,1579.34,1490.18,1493.61,1513.8,1704791,794242.47,62.56,12.09,0.38,0.463,1949.54,1222.03,0,SECTORAL_PORTFOLIO,BUY,1397,1795.75,INR
IN004515,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-07-2020,277.41,282.96,276.54,281.8,283.81,3970511,31995.85,79.88,11.47,3.321,1.146,330.05,177.2,5.1,SECTORAL_PORTFOLIO,BUY,1663,292.1,INR
IN004519,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-07-2020,291.99,295.27,283.37,292.29,289.66,1796500,149495.78,61.33,13.12,1.734,1.146,333.63,189.22,1.2,MIDCAP_PORTFOLIO,SELL,298,261.63,INR
IN004550,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-07-2020,284.75,295.11,281.71,291.57,284.79,4669581,258566.71,28.52,10.05,2.037,1.824,359.45,186.75,3.5,SECTORAL_PORTFOLIO,HOLD,1946,247.96,INR
IN000717,TECHM,Tech Mahindra,NSE,TECHNOLOGY,12-07-2020,1315.51,1373.76,1305.36,1343.69,1379.39,648348,494905.97,52.6,10.34,1.921,1.757,1610.8,1058.87,3.5,SECTORAL_PORTFOLIO,SELL,1060,1182.98,INR
IN000769,AXISBANK,Axis Bank,BSE,FINANCE,01-08-2020,1127.66,1149.67,1050.88,1075.28,1103.17,3524639,266878.2,36.2,2.58,2.1,1.075,1375.29,972.32,5.1,MIDCAP_PORTFOLIO,HOLD,175,1324.15,INR
IN000345,BAJFINANCE,Bajaj Finance,NSE,NBFC,01-08-2020,6759.19,7218.2,6606.09,7194.13,7250.59,78911,1652622.52,37.54,8.97,0.533,1.614,7708.47,4933.4,2.3,NIFTY50_PORTFOLIO,SELL,1759,5588.97,INR
IN003589,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,21471.55,21857.69,20787.1,21320.01,21007.17,3299394,21787730.97,44.3,6.68,3.16,0.689,26404.16,17320.17,2.3,MIDCAP_PORTFOLIO,HOLD,1824,17019.34,INR
IN003597,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,21703.5,22645.69,21548.05,22211.59,22420.03,425055,10763751.95,77.58,9.18,0.776,0.583,23312.57,16424.11,0.5,NIFTY50_PORTFOLIO,BUY,855,20931.58,INR
IN003605,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,21119.48,21447.59,20355.26,20528.7,20394.85,3643951,8809260.98,64.27,7.68,1.549,0.736,30162.75,18146.89,5.1,NIFTY50_PORTFOLIO,BUY,815,21869.78,INR
IN003635,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,22200.97,22578.03,21664.83,22561.3,23285.15,3206782,19856277.65,66.35,4.35,1.616,1.548,29171.61,19697.9,2.3,SECTORAL_PORTFOLIO,SELL,61,18548.23,INR
IN003642,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,22016.52,24087.69,21527.81,23464.87,22795.68,3965189,2168174.05,57.53,8.27,0.437,1.03,29414.84,20153.43,2.3,SECTORAL_PORTFOLIO,BUY,1218,23643.1,INR
IN003650,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,22017.97,22607.46,21333.66,21732.32,22021.3,4520862,3210416,28.99,11.75,1.705,1.797,28873.99,14832.76,2.3,MIDCAP_PORTFOLIO,BUY,735,17464.79,INR
IN003656,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,22820.23,24103.11,22549.38,23483.01,23573.64,2908139,17144465.32,24.5,5.13,1.191,1.2725,30020.76,14759.48,2.3,SECTORAL_PORTFOLIO,BUY,422,23384.21,INR
IN003727,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,21249.63,22289.17,21194.4,21803.19,22158.33,611453,17286273.01,33.5,8.93,1.754,0.935,30729.05,15404.23,0.5,SECTORAL_PORTFOLIO,BUY,430,18333.75,INR
IN003761,NESTLEIND,Nestle India,BSE,FMCG,01-08-2020,22886.22,23040.15,22387.64,22636.8,22781.99,4310395,7266280.45,29.9,14.05,3.626,1.623,27506.35,14542.13,0.5,SECTORAL_PORTFOLIO,HOLD,208,21502.45,INR
IN000757,TCS,Tata Consultancy Services,NSE,TECHNOLOGY,01-08-2020,3580.91,3765.38,3555.79,3658.4,3720.16,578052,1932396.03,62.92,7.19,2.483,0.952,4519.78,2668.82,0.5,SECTORAL_PORTFOLIO,BUY,990,4106.82,INR
IN000778,TCS,Tata Consultancy Services,NSE,TECHNOLOGY,01-08-2020,3415.79,3526.57,3338.62,3469.3,3334.24,3584943,3438352.72,44.02,6.79,0.687,1.712,3782.33,2926.64,3.5,MIDCAP_PORTFOLIO,SELL,725,3349.99,INR
IN000812,TCS,Tata Consultancy Services,NSE,TECHNOLOGY,01-08-2020,3434.17,3581.05,3380.55,3481.59,3367.18,1763637,2057534.8,40.81,13.85,3.104,1.213,4494.83,2436.55,0,SECTORAL_PORTFOLIO,BUY,1990,3797.35,INR
IN004535,TECHM,Tech Mahindra,NSE,TECHNOLOGY,01-08-2020,1322.65,1353.92,1234.44,1235.58,1261.09,482654,715191.41,17.4,4.81,0.004,0.656,1441.5,919.91,1.2,NIFTY50_PORTFOLIO,SELL,1429,1250.71,INR
IN000096,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,04-08-2020,10442.55,10675.39,10295.83,10462.58,10232.99,1416534,5694146.06,41.06,4.93,0.641,0.527,13412.83,7198.91,1.2,NIFTY50_PORTFOLIO,HOLD,1711,7530.21,INR
IN001332,BAJFINANCE,Bajaj Finance,NSE,NBFC,05-08-2020,7232.08,7477.87,7049.89,7335.89,7250.97,4432479,2190153.93,79.65,12.91,3.075,1.233,8333.9,6525.13,5.1,SECTORAL_PORTFOLIO,BUY,1592,7502.64,INR
IN004538,NESTLEIND,Nestle India,BSE,FMCG,05-08-2020,23077.42,23113.67,22197.7,22647.96,22977.25,2654264,20043674.08,63.72,5.53,1.268,1.469,26119.76,19352.72,5.1,SECTORAL_PORTFOLIO,HOLD,1964,22566.84,INR
IN004024,POWERGRID,Power Grid Corporation,BSE,UTILITIES,05-08-2020,251.54,254.54,242.82,246.45,237.1,3348584,138830.38,51.42,14.81,3.101,0.746,335.49,168.24,3.5,NIFTY50_PORTFOLIO,BUY,1422,277.05,INR
IN004876,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,05-08-2020,1233.32,1314.21,1213.14,1233.32,1297.76,1805283,893350.71,58.38,7.735,2.2445,1.139,1466.5,1093.93,0,NIFTY50_PORTFOLIO,HOLD,1779,1236.81,INR
IN004945,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,05-08-2020,1220.66,1291.78,1185.46,1274.74,1245.54,2161217,704921.17,46.88,7.735,0.288,1.139,1337.58,1100.46,2.3,MIDCAP_PORTFOLIO,BUY,971,1017.91,INR
IN004982,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,05-08-2020,1180.18,1200.2,1144.57,1162.72,1208.58,247435,839236.74,63.75,11.09,2.044,0.43,1385.58,850.29,3.5,NIFTY50_PORTFOLIO,SELL,547,1109.4,INR
IN003856,WIPRO,Wipro,BSE,TECHNOLOGY,05-08-2020,489.19,495.6,460.29,469.21,469.39,1371790,328710.73,64.95,1.46,0.892,1.712,562.86,418.59,0.5,SECTORAL_PORTFOLIO,BUY,1677,510.07,INR
IN003882,WIPRO,Wipro,BSE,TECHNOLOGY,05-08-2020,489.15,496.86,472.87,485.08,487.34,4600765,409431.25,38.09,5.2,2.361,1.238,664.25,453.4,5.1,MIDCAP_PORTFOLIO,SELL,1135,397.72,INR
IN003907,WIPRO,Wipro,BSE,TECHNOLOGY,05-08-2020,509.42,529.86,497.04,524.19,516.54,3641790,83123.11,77.78,7.05,0.562,0.458,660.69,320.11,5.1,SECTORAL_PORTFOLIO,BUY,1265,557.43,INR
IN003957,WIPRO,Wipro,BSE,TECHNOLOGY,05-08-2020,499.98,514.45,469.46,482.24,489.16,2414007,135945.66,77.19,12.04,1.978,1.138,543.62,351.56,0.5,SECTORAL_PORTFOLIO,SELL,1660,595.53,INR
IN003958,WIPRO,Wipro,BSE,TECHNOLOGY,05-08-2020,496.93,527.77,487.54,518.02,525.13,4421088,395515.68,66.58,9.74,3.736,1.078,627.08,392.83,1.2,NIFTY50_PORTFOLIO,BUY,737,468.98,INR
IN004064,LT,Larsen & Toubro,NSE,INFRASTRUCTURE,06-08-2020,3326.61,3378.93,3259.52,3359.13,3473.01,1817578,2716725.86,41.64,14.27,3.843,1.191,4045.95,2647.59,0.5,SECTORAL_PORTFOLIO,HOLD,1657,3657.18,INR
IN000960,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3306.75,3400.49,3131.3,3306.75,3090.52,159615,2069414.21,44.08,13.05,0.902,0.681,4670.57,2420.46,1.2,SECTORAL_PORTFOLIO,BUY,108,3057.74,INR
IN000965,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3512.11,3598.03,3460.16,3481.84,3465.48,3271943,3139547.01,18.88,9.27,3.096,0.45,4233.65,2502.86,1.2,MIDCAP_PORTFOLIO,BUY,1422,3068.08,INR
IN000983,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3424.7,3752.03,3368.25,3656.87,3748.71,2252936,739955.5,27.65,7.88,0.19,1.942,4504.9,2580.17,0.5,NIFTY50_PORTFOLIO,BUY,360,3141.61,INR
IN001025,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3491.95,3552.26,3267.39,3295.69,3180.07,850376,817424.23,11.37,10.8,2.526,1.9,4544.74,3001.3,0.5,MIDCAP_PORTFOLIO,BUY,890,2759.25,INR
IN001045,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3507.36,3601.06,3430,3459.16,3369.19,291322,2263057.61,76.11,3.13,0.738,0.779,4581.69,3043.55,2.3,NIFTY50_PORTFOLIO,HOLD,131,2596.67,INR
IN001074,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3459.71,3675.54,3385.64,3650.19,3661.56,1528953,446898.76,48.47,4.57,2.182,1.808,3650.19,2445.44,1.2,NIFTY50_PORTFOLIO,BUY,1144,3950.95,INR
IN001082,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3269.6,3365.53,3245.25,3254.66,3323.02,2667196,1835830.275,31.63,7.88,2.356,1.871,4705.54,2162.15,1.2,NIFTY50_PORTFOLIO,BUY,684,2606.63,INR
IN001127,TITAN,Titan Company,BSE,CONSUMER GOODS,06-08-2020,3437.53,3497.68,3410.33,3452.02,3507.22,4650604,1948749.2,12.6,7.88,3.486,0.559,4621.77,2431.38,1.2,SECTORAL_PORTFOLIO,BUY,1898,2949.66,INR
IN003596,WIPRO,Wipro,BSE,TECHNOLOGY,06-08-2020,506.39,507.4,488.14,490.64,486.13,2414007,265932.35,51.7,10.98,1.87,1.533,671.4,473.06,1.2,SECTORAL_PORTFOLIO,SELL,831,512.81,INR
IN003600,WIPRO,Wipro,BSE,TECHNOLOGY,06-08-2020,515.91,530.83,513.25,517.89,537.58,3228572,202051.09,42.63,7.05,0.122,1.094,629.13,434.02,3.5,SECTORAL_PORTFOLIO,BUY,1985,559.56,INR
IN003619,WIPRO,Wipro,BSE,TECHNOLOGY,06-08-2020,486.71,514.09,478.99,507.56,493.02,2414007,461698.19,59.76,4.12,2.011,1.201,527.42,322.42,2.3,SECTORAL_PORTFOLIO,BUY,746,508.55,INR
IN003654,WIPRO,Wipro,BSE,TECHNOLOGY,06-08-2020,493.51,503.78,479.03,502.25,501.99,1815923,411682.04,53.01,4.28,3.843,0.8,657.19,449.69,0,NIFTY50_PORTFOLIO,BUY,1904,479.18,INR
IN003757,WIPRO,Wipro,BSE,TECHNOLOGY,06-08-2020,521.65,535.27,512.6,528.16,529.55,3863234,32960.12,21.43,9.53,3.572,0.502,548.99,426.93,1.2,MIDCAP_PORTFOLIO,BUY,1325,614,INR
IN003804,WIPRO,Wipro,BSE,TECHNOLOGY,06-08-2020,487.44,499.36,454.32,461.19,477.6,3975195,135848.74,40.33,13.84,0.188,1.121,629.03,308.17,5.1,MIDCAP_PORTFOLIO,BUY,1338,618.25,INR
IN003047,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,07-08-2020,2751.77,2843.6,2718.31,2782.46,2696.13,628110,837594.17,59.5,11.7,0.959,0.808,3299.4,2345.89,2.3,SECTORAL_PORTFOLIO,BUY,55,2531.38,INR
IN003083,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,07-08-2020,2683.84,2784.06,2604.36,2726.19,2690.95,3948074,807401.48,57.79,2.7,2.54,1.037,3880.32,1873.27,1.2,SECTORAL_PORTFOLIO,BUY,1479,2769.73,INR
IN004652,BAJFINANCE,Bajaj Finance,NSE,NBFC,07-08-2020,7113.01,7219.06,6642.76,7113.01,6680.35,1037400,4402060.07,56.29,10.75,2.405,1.233,8536.49,6370.5,5.1,SECTORAL_PORTFOLIO,BUY,64,5586.27,INR
IN004659,BAJFINANCE,Bajaj Finance,NSE,NBFC,07-08-2020,6912.25,7405.02,6839.99,7253.96,7293.64,2481797,3185291.94,59.56,7.59,1.856,1.559,8253.78,5402.55,0.5,SECTORAL_PORTFOLIO,HOLD,1091,5964.98,INR
IN004679,BAJFINANCE,Bajaj Finance,NSE,NBFC,07-08-2020,6995.91,7030.15,6565.13,6576.6,6787.13,1859665,2064059.93,24.71,9.76,3.164,1.788,9509.33,5513.87,2.3,NIFTY50_PORTFOLIO,BUY,1009,7465.78,INR
IN004693,BAJFINANCE,Bajaj Finance,NSE,NBFC,07-08-2020,6940.81,7126.94,6686.78,6778.92,7039.05,1134083,5386145.87,32.89,4.38,1.856,1.143,7626.13,4816.85,5.1,NIFTY50_PORTFOLIO,SELL,1294,7735.15,INR
IN003542,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,07-08-2020,1537.14,1577.48,1431.37,1537.14,1468.91,4140445,967316.65,42.63,14.35,0.053,0.856,1770.53,1423.5,5.1,NIFTY50_PORTFOLIO,HOLD,1724,1299.42,INR
IN003721,ICICIBANK,ICICI Bank,NSE,FINANCE,07-08-2020,938.81,966.38,890.63,915.62,903.7,1809373,509284.06,49.24,1.64,3.849,0.869,1049.17,590.01,3.5,SECTORAL_PORTFOLIO,BUY,634,828.39,INR
IN003737,ICICIBANK,ICICI Bank,NSE,FINANCE,07-08-2020,902.95,928.63,853.79,872.77,884.1,4090189,413145.22,17.5,4.3,1.9,0.818,1023.25,769.32,2.3,SECTORAL_PORTFOLIO,BUY,300,884.09,INR
IN000922,INFY,Infosys,NSE,TECHNOLOGY,07-08-2020,1512.18,1562.32,1484.4,1552.25,1597.85,1574210,1066331.87,62.53,2.95,1.263,1.952,1748.6,1328.69,5.1,NIFTY50_PORTFOLIO,HOLD,1678,1827.1,INR
IN000969,INFY,Infosys,NSE,TECHNOLOGY,07-08-2020,1434.87,1464.67,1422.67,1434.87,1426.25,2388298,1489728.05,49.78,3.45,3.9,0.797,1986.06,1392.5,3.5,MIDCAP_PORTFOLIO,BUY,1065,1798.87,INR
IN002271,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,07-08-2020,9676.02,9775.66,9396.89,9441.32,9214.22,311496,7258333,14.85,1.21,0.602,0.922,13104.6,6933.85,3.5,MIDCAP_PORTFOLIO,HOLD,75,7995.6,INR
IN002275,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,07-08-2020,10362.21,10750.33,10296.14,10721.61,10670.05,3541346,2342195.9,40.13,7.84,3.85,1.072,11766.31,6437.5,2.3,MIDCAP_PORTFOLIO,SELL,913,9762.2,INR
IN002331,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,07-08-2020,9988.54,10152.35,9142.85,9293.78,9173.48,2070084,8578603.1,30.81,6.41,3.977,0.999,11419.23,6952.51,0.5,NIFTY50_PORTFOLIO,BUY,1815,9665.25,INR
IN002347,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,07-08-2020,10321.14,10611.82,9768.91,9782.59,9649.6,1282375,1325601.99,54.41,1.37,3.445,1.041,12143.18,6794.22,5.1,NIFTY50_PORTFOLIO,BUY,986,10169.99,INR
IN002366,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,07-08-2020,9591.78,9849.41,9425.39,9537.87,9430.71,3305172,5168125.28,29.01,4.01,3.422,1.186,13226.18,8670.73,5.1,SECTORAL_PORTFOLIO,BUY,1242,9747.09,INR
IN003181,WIPRO,Wipro,BSE,TECHNOLOGY,07-08-2020,524.59,599.4513207,524.59,531.8,534.56,2205000,372066.75,53.08,2.41,0.661,1.507,599.35,411.8,0,MIDCAP_PORTFOLIO,BUY,320,519.53,INR
IN003213,WIPRO,Wipro,BSE,TECHNOLOGY,07-08-2020,514.87,521.13,495.93,499.8,495.88,3143691,372276.72,62.1,7.71,3.221,0.422,668.01,357.03,5.1,SECTORAL_PORTFOLIO,BUY,373,509.87,INR
IN003512,NESTLEIND,Nestle India,BSE,FMCG,09-08-2020,21436,21755.07,21258.04,21491.86,21694.36,3211618,15203984.8,45.1,10.95,0.529,1.964,25794.25,18347.21,3.5,NIFTY50_PORTFOLIO,BUY,1982,19610.15,INR
IN003517,NESTLEIND,Nestle India,BSE,FMCG,09-08-2020,22540.61,22964.26,20948.97,21151.88,20980.47,1766961,19907800.46,40.64,12.65,1.77,0.779,26800.47,15824.45,0.5,MIDCAP_PORTFOLIO,HOLD,764,19717.61,INR
IN002749,TITAN,Titan Company,BSE,CONSUMER GOODS,09-08-2020,3271.35,3574.16,3198.64,3475.54,3512.44,1661180,813573.84,44.08,7.88,1.033,1.068,4430.62,2966.67,5.1,SECTORAL_PORTFOLIO,HOLD,300,2879.62,INR
IN002767,TITAN,Titan Company,BSE,CONSUMER GOODS,09-08-2020,3559.19,3562.86,3386.34,3389.15,3356.95,2389908.5,1835830.275,39.62,12.29,1.049,0.577,4449.22,2401.53,1.2,SECTORAL_PORTFOLIO,SELL,1358,2903.75,INR
IN002769,TITAN,Titan Company,BSE,CONSUMER GOODS,09-08-2020,3549.9,3647.83,3245.22,3302.73,3216.54,3610251,1992649.13,47.98,4.08,3.018,1.817,4667.13,2900.25,0.5,MIDCAP_PORTFOLIO,HOLD,1283,3562.26,INR
IN002791,TITAN,Titan Company,BSE,CONSUMER GOODS,09-08-2020,3490.28,3675.5,3421.73,3613.88,3608.83,2017409,1835830.275,44.08,13.77,1.042,0.974,4681.9,2805.8,1.2,MIDCAP_PORTFOLIO,HOLD,1696,3676.1,INR
IN002814,TITAN,Titan Company,BSE,CONSUMER GOODS,09-08-2020,3318.63,3588.48,3290.41,3502.33,3618.65,1074395,2389859.64,54.96,3.1,1.362,1.067,3607.28,3093.76,2.3,NIFTY50_PORTFOLIO,BUY,778,4200.46,INR
IN004120,AXISBANK,Axis Bank,BSE,FINANCE,10-08-2020,1126.71,1158.64,1061.87,1090.84,1133.8,4124457,963757.23,61.96,12.28,0.36,1.322,1155.58,885.42,5.1,MIDCAP_PORTFOLIO,BUY,221,1237.97,INR
IN003218,BAJFINANCE,Bajaj Finance,NSE,NBFC,10-08-2020,7060.72,7270.25,6893.95,7253.27,7017.46,3330288,4853247.2,44.36,8.97,3.223,1.705,9437.02,4850.31,1.2,MIDCAP_PORTFOLIO,BUY,1717,7297.91,INR
IN003225,BAJFINANCE,Bajaj Finance,NSE,NBFC,10-08-2020,7164.33,7332.63,6909.75,6993.79,6796.75,667518,1612630.27,63.69,14.59,2.743,1.53,9415.44,6234.19,3.5,SECTORAL_PORTFOLIO,BUY,888,8305.81,INR
IN000927,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,245.65,253.69,241.32,251.81,243.08,1273335,172573.37,39.79,12.83,0.087,1.13,295.53,217.04,0.5,MIDCAP_PORTFOLIO,HOLD,1101,262.85,INR
IN000967,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,247.62,263,242.13,257,263.34,312372,95560.21,70.73,9.69,1.287,1.588,340.9,152.92,5.1,SECTORAL_PORTFOLIO,HOLD,1268,274.36,INR
IN000990,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,254.34,271.19,249.56,266.04,258.8,636356,120024.76,78.64,6.02,0.77,0.646,274.49,204.56,3.5,NIFTY50_PORTFOLIO,HOLD,45,238.74,INR
IN001019,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,240.89,247.21,233.66,240.89,246.33,4388158,229505.81,58.61,11.5,3.302,0.841,339.59,151.84,1.2,MIDCAP_PORTFOLIO,BUY,676,197.67,INR
IN001042,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,245.45,246.74,235.55,237.5,234.63,351806,120024.76,73.66,10.48,1.054,0.686,263.12,199.68,0,SECTORAL_PORTFOLIO,BUY,309,262.39,INR
IN001044,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,246.14,260.89,243.38,257.6,266.42,966035,196782.36,59.29,1.42,2.164,1.778,336.99,184.48,2.3,SECTORAL_PORTFOLIO,SELL,355,187.89,INR
IN001070,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,240.28,260.2,236.11,256.31,257.91,3928785,240312.94,38.69,5.18,0.605,1.016,281.89,221.17,3.5,SECTORAL_PORTFOLIO,BUY,1974,277.93,INR
IN001146,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,237.86,243.52,227.69,228.82,227.47,2182453,79747,57.89,1.61,0.126,1.335,343.49,228.82,2.3,SECTORAL_PORTFOLIO,BUY,1881,312.43,INR
IN001150,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,247.88,250.27,242.61,248.34,249.16,2955319,226114.71,27.63,14.96,1.51,1.324,337.86,202.69,0.5,NIFTY50_PORTFOLIO,SELL,1604,204.83,INR
IN001173,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-08-2020,249.36,253.04,227.92,249.36,230.62,1541380,246641.17,33.99,12.42,0.524,1.062,329.59,204.73,0,MIDCAP_PORTFOLIO,HOLD,1601,205.1,INR
IN002368,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,12-08-2020,2906.21,2963.73,2754.1,2794.27,2702.45,2829010.5,1184358.92,18.17,10.4,1.8295,1.762,3703.4,2300.53,2.3,NIFTY50_PORTFOLIO,HOLD,1136,3131.16,INR
IN001063,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-08-2020,277.62,281.41,264.33,270.55,268.45,2442210,225358.8,46.41,5.91,3.309,1.146,309.62,198.61,5.1,MIDCAP_PORTFOLIO,BUY,692,221.35,INR
IN001271,POWERGRID,Power Grid Corporation,BSE,UTILITIES,12-08-2020,252.23,258.32,246.55,248.57,238.97,2253098,31883.6,45.18,9.2,2.964,1.11,334.23,183.64,1.2,MIDCAP_PORTFOLIO,HOLD,1142,203.19,INR
